Date,Revenue,COGS,Operating_Expenses,Interest_Expense,Taxes,Gross_Profit,Operating_Income,Net_Income,EBITDA,Revenue_MA_30,Revenue_growth_pct
2024-04-06,91951,227600,21668,12217,29420,-135649,-157317,-198954,-123432,378729.9666666667,-0.8487640564015941
2024-04-07,440272,218406,68627,10247,9069,221866,153239,133923,232113,368780.13333333336,3.7881154092940807
2024-04-08,636368,363799,131733,12922,6507,272569,140836,121407,285491,375979.8333333333,0.4453973907039286
2024-04-09,277825,59500,175117,14036,9619,218325,43208,19553,232361,362888.73333333334,-0.5634208508284515
2024-04-10,532521,181522,192062,8590,27134,350999,158937,123213,359589,372976.36666666664,0.9167497525420678
2024-04-11,458885,200101,99369,5067,29600,258784,159415,124748,263851,382871.76666666666,-0.13827811485368657
2024-04-12,447823,154154,118375,2192,29855,293669,175294,143247,295861,373285.13333333336,-0.024106257559083466
2024-04-13,149872,121531,158470,1638,18358,28341,-130129,-150125,29979,377122.23333333334,-0.6653320619977089
2024-04-14,246512,242742,192248,8531,16748,3770,-188478,-213757,12301,381412.1,0.6448169104302337
2024-04-15,299672,328900,158436,5504,17804,-29228,-187664,-210972,-23724,380469.4666666667,0.21564873109625493
2024-04-16,95039,115129,109677,8093,25581,-20090,-129767,-163441,-11997,369930.63333333336,-0.6828565898715929
2024-04-17,403175,154783,146547,14672,8389,248392,101845,78784,263064,365231.1666666667,3.2422058312903124
2024-04-18,617073,52246,124935,1127,17476,564827,439892,421289,565954,372877.4666666667,0.530533887269796
2024-04-19,581201,381075,122758,15250,20331,200126,77368,41787,215376,370021.73333333334,-0.05813250620266974
2024-04-20,390025,340855,81922,18397,966,49170,-32752,-52115,67567,370486.5333333333,-0.32893267561480455
2024-04-21,755294,207544,148065,9575,26660,547750,399685,363450,557325,392414.73333333334,0.9365271456957887
2024-04-22,331985,394235,143066,2186,18581,-62250,-205316,-226083,-60064,397697.93333333335,-0.5604559284199265
2024-04-23,488357,310527,29637,546,16353,177830,148193,131294,178376,409325.9666666667,0.4710212810819765
2024-04-24,500959,80577,27640,6380,4387,420382,392742,381975,426762,411499.0,0.025804892732161022
2024-04-25,361269,390970,34568,7512,21078,-29701,-64269,-92859,-22189,417469.3333333333,-0.2788451749544374
2024-04-26,476354,123404,138589,9712,17896,352950,214361,186753,362662,416312.8333333333,0.3185576398749963
2024-04-27,28132,11743,25174,9979,29612,16389,-8785,-48376,26368,401251.1666666667,-0.9409430801462778
2024-04-28,46037,111242,82545,815,1017,-65205,-147750,-149582,-64390,390892.6666666667,0.6364638134508744
2024-04-29,258589,87020,8490,12889,2675,171569,163079,147515,184458,374754.1666666667,4.616981992744966
2024-04-30,252369,303891,12142,9918,23734,-51522,-63664,-97316,-41604,366555.3,-0.024053614036173232
2024-05-01,686838,87085,64359,9245,20022,599753,535394,506127,608998,381156.6666666667,1.7215624739964102
2024-05-02,382439,277482,110721,12858,1009,104957,-5764,-19631,117815,380840.8333333333,-0.4431889324702477
2024-05-03,58090,310180,42539,7954,19707,-252090,-294629,-322290,-244136,366195.43333333335,-0.8481064954149551
2024-05-04,96754,127289,59400,5318,20388,-30535,-89935,-115641,-25217,366655.9,0.665587880874505
2024-05-05,38884,308983,126706,16030,19942,-270099,-396805,-432777,-254069,347685.4666666667,-0.598114806622982
2024-05-06,592996,52995,33350,13803,12156,540001,506651,480692,553804,364386.9666666667,14.250385762781606
2024-05-07,237954,151057,162421,16598,14983,86897,-75524,-107105,103495,357643.0333333333,-0.5987257924168122
2024-05-08,307230,145998,34386,550,21441,161232,126846,104855,161782,346671.76666666666,0.2911318994427494
2024-05-09,435001,284694,87781,15573,14084,150307,62526,32869,165880,351910.9666666667,0.41588061061745263
2024-05-10,754901,241918,18279,586,28970,512983,494704,465148,513569,359323.63333333336,0.7354006082744637
2024-05-11,430738,386552,151777,3938,6099,44186,-107591,-117628,48124,358385.4,-0.4294112737961666
2024-05-12,618868,269036,64012,5642,1834,349832,285820,278344,355474,364086.9,0.43676202238948036
2024-05-13,33349,164606,31242,2381,17687,-131257,-162499,-182567,-128876,360202.8,-0.9461129029130606
2024-05-14,541185,224391,92788,15971,14104,316794,224006,193931,332765,370025.23333333334,15.227922876248165
2024-05-15,374017,271083,124083,17956,24542,102934,-21149,-63647,120890,372503.4,-0.3088925228895849
2024-05-16,673864,196821,63433,5377,10031,477043,413610,398202,482420,391797.56666666665,0.8016935059101591
2024-05-17,678325,217751,188659,3387,16470,460574,271915,252058,463961,400969.23333333334,0.006620030154452561
2024-05-18,639188,155716,97335,15351,25661,483472,386137,345125,498823,401706.4,-0.05769653189842627
2024-05-19,171539,397049,184311,5310,582,-225510,-409821,-415713,-220200,388051.0,-0.7316298178313736
2024-05-20,531553,357153,62016,2290,10378,174400,112384,99716,176690,392768.6,2.098729734929083
2024-05-21,111643,384406,72607,6446,26191,-272763,-345370,-378007,-266317,371313.56666666665,-0.7899682628072835
2024-05-22,295984,191144,159139,18881,21606,104840,-54299,-94786,123721,370113.5333333333,1.6511648737493618
2024-05-23,792230,115883,14871,17706,2824,676347,661476,640946,694053,380242.63333333336,1.6765973836423589
2024-05-24,350864,48173,135538,18354,3313,302691,167153,145486,321045,375239.4666666667,-0.5571185135629804
2024-05-25,523444,207012,91932,8008,4427,316432,224500,212065,324440,380645.3,0.49187149436818833
2024-05-26,375730,155846,60649,15583,3729,219884,159235,139923,235467,377291.1666666667,-0.28219637630768524
2024-05-27,549369,113249,193524,14291,17078,436120,242596,211227,450411,394665.73333333334,0.4621377052670801
2024-05-28,592963,148670,126121,4897,16261,444293,318172,297014,449190,412896.6,0.07935285755111776
2024-05-29,560974,183049,60187,16777,11159,377925,317738,289802,394702,422976.1,-0.053947716805264445
2024-05-30,739822,304769,136290,16594,25249,435053,298763,256920,451647,439224.5333333333,0.31881691486592967
2024-05-31,144694,234452,156033,5259,14605,-89758,-245791,-265655,-84499,421153.06666666665,-0.804420522774397
2024-06-01,387306,222081,72742,4572,7530,165225,92483,80381,169797,421315.3,1.6767246741399089
2024-06-02,775540,69337,174464,1364,14971,706203,531739,515404,707567,445230.3,1.0023960382746457
2024-06-03,774737,76588,139315,13103,27157,698149,558834,518574,711252,467829.73333333334,-0.0010354075869716262
2024-06-04,641271,293257,130578,8428,6518,348014,217436,202490,356442,487909.3,-0.17227265510747514
2024-06-05,80122,316382,22430,16915,11792,-236260,-258690,-287397,-219345,470813.5,-0.8750575029901555
2024-06-06,514995,137629,130201,13582,16988,377366,247165,216595,390948,480048.2,5.427635356081975
2024-06-07,544046,99660,167478,2920,2573,444386,276908,271415,447306,487942.06666666665,0.05641025641025643
2024-06-08,137728,371302,149451,15045,5014,-233574,-383025,-403084,-218529,478032.9666666667,-0.746844935906155
2024-06-09,90482,198487,152863,16257,12039,-108005,-260868,-289164,-91748,455885.6666666667,-0.34303845260223054
2024-06-10,54219,222622,163625,8445,8006,-168403,-332028,-348479,-159958,443335.0333333333,-0.4007758449194315
2024-06-11,639843,394883,58211,19487,2022,244960,186749,165240,264447,444034.2,10.8010844906767
2024-06-12,548038,212267,115607,12555,8842,335771,220164,198767,348326,461190.5,-0.14348051006262474
2024-06-13,382995,21639,52276,11053,738,361356,309080,297289,372409,455917.5,-0.3011524748283878
2024-06-14,402424,132107,188670,2266,14237,270317,81647,65144,272583,456864.4,0.050729121790101805
2024-06-15,33576,43491,20739,8822,7296,-9915,-30654,-46772,-1093,435521.4666666667,-0.9165656123889231
2024-06-16,142805,155531,15077,4665,29421,-12726,-27803,-61889,-8061,417670.8,3.253186800095306
2024-06-17,427985,119199,127798,5971,6355,308786,180988,168662,314757,410630.7,1.9969889009488462
2024-06-18,114474,227090,143838,17546,28484,-112616,-256454,-302484,-95070,408728.5333333333,-0.7325280091591995
2024-06-19,582950,289346,120819,4206,9606,293604,172785,158973,297810,410441.76666666666,4.092422733546482
2024-06-20,257150,87048,198744,16883,10820,170102,-28642,-56345,186985,415292.0,-0.5588815507333391
2024-06-21,129034,95533,140854,7063,10866,33501,-107353,-125282,40564,409727.0,-0.49821504958195606
2024-06-22,71227,244905,90845,5183,21033,-173678,-264523,-290739,-168495,385693.56666666665,-0.44799820202427265
2024-06-23,123318,383382,120860,10416,27679,-260064,-380924,-419019,-249648,378108.7,0.7313378353714182
2024-06-24,155841,363315,158310,2885,26266,-207474,-365784,-394935,-204589,365855.26666666666,0.2637327884007201
2024-06-25,386480,88696,50161,14752,14524,297784,247623,218347,312536,366213.6,1.4799635525952732
2024-06-26,444798,318696,146090,9396,16601,126102,-19988,-45985,135498,362727.9,0.1508952597805837
2024-06-27,359720,25451,105883,2916,6677,334269,228386,218793,337185,354953.13333333336,-0.19127334205639412
2024-06-28,585250,315038,16326,2072,5539,270212,253886,246275,272284,355762.3333333333,0.6269598576670743
2024-06-29,366401,132450,17406,10745,15118,233951,216545,190682,244696,343314.9666666667,-0.37394105083297735
2024-06-30,82903,106399,26687,14216,18384,-23496,-50183,-82783,-9280,341255.26666666666,-0.7737369712418907
2024-07-01,275446,122352,46051,13837,9172,153094,107043,84034,166931,337526.6,2.322509438741662
2024-07-02,240649,260690,143708,19579,21249,-20041,-163749,-204577,-462,319696.9,-0.12632966171227755
2024-07-03,421319,72826,14463,9747,21446,348493,334030,302837,358240,307916.3,0.7507614824910971
2024-07-04,188699,199620,36838,19719,16530,-10921,-47759,-84008,8798,292830.56666666665,-0.5521232130523428
2024-07-05,590705,295884,127553,7357,28441,294821,167268,131470,302178,309850.0,2.1304087462042722
2024-07-06,298086,371258,108298,3051,10580,-73172,-181470,-195101,-70121,302619.7,-0.49537247864839473
2024-07-07,201136,304692,31395,15395,25668,-103556,-134951,-176014,-88161,291189.36666666664,-0.32524170876861036
2024-07-08,439685,29450,37315,16265,15343,410235,372920,341312,426500,301254.6,1.186008471879723
2024-07-09,209859,144063,125701,5650,28839,65796,-59905,-94394,71446,305233.8333333333,-0.5227060281792647
2024-07-10,432144,170506,122531,9571,28899,261638,139107,100637,271209,317831.3333333333,1.0592111846525523
2024-07-11,459298,325322,51139,15500,15922,133976,82837,51415,149476,311813.1666666667,0.06283553630271399
2024-07-12,348340,66478,44746,18108,524,281862,237116,218484,299970,305156.56666666665,-0.24158171818732066
2024-07-13,202088,248967,8754,9642,27137,-46879,-55633,-92412,-37237,299126.3333333333,-0.41985416547051735
2024-07-14,793851,307810,163241,15604,15182,486041,322800,292014,501645,312173.9,2.9282441312695457
2024-07-15,208543,68928,55160,10498,27738,139615,84455,46219,150113,318006.13333333336,-0.7373020881752369
2024-07-16,768195,392783,62222,13268,2602,375412,313190,297320,388680,338852.4666666667,2.683628795979726
2024-07-17,731971,113460,90774,7481,4452,618511,527737,515804,625992,348985.3333333333,-0.04715469379519521
2024-07-18,619310,355071,29144,11538,22864,264239,235095,200693,275777,365813.2,-0.15391456765363654
2024-07-19,100618,295564,188715,13630,16233,-194946,-383661,-413524,-181316,349735.4666666667,-0.8375320921670892
2024-07-20,452690,229853,154983,16947,4711,222837,67854,46196,239784,356253.4666666667,3.499095589258383
2024-07-21,616553,302224,153895,2454,1745,314329,160434,156235,316783,372504.1,0.36197618679449506
2024-07-22,212447,292158,26733,1971,15050,-79711,-106444,-123465,-77740,377211.43333333335,-0.6554278383204688
2024-07-23,259115,261755,178568,5612,14614,-2640,-181208,-201434,2972,381738.0,0.21966890565646957
2024-07-24,284305,113041,47962,10400,23101,171264,123302,89801,181664,386020.13333333336,0.09721552206549222
2024-07-25,772804,23223,149857,15593,7212,749581,599724,576919,765174,398897.6,1.718221628181003
2024-07-26,712386,263788,11435,8175,21496,448598,437163,407492,456773,407817.2,-0.07818023716233358
2024-07-27,649397,341277,48757,14674,14574,308120,259363,230115,322794,417473.1,-0.08841976119687922
2024-07-28,451235,333727,148657,6667,23591,117508,-31149,-61407,124175,413005.93333333335,-0.30514769855727697
2024-07-29,215240,123860,150805,7105,9369,91380,-59425,-75899,98485,407967.23333333334,-0.5229979943931654
2024-07-30,209984,381359,39771,7147,10839,-171375,-211146,-229132,-164228,412203.26666666666,-0.02441925292696523
2024-07-31,331152,369805,69881,18740,1294,-38653,-108534,-128568,-19913,414060.13333333336,0.5770344407192929
2024-08-01,753787,229981,37400,14215,11501,523806,486406,460690,538021,431164.73333333334,1.276256824660579
2024-08-02,450455,294489,36488,12358,2854,155966,119478,104266,168324,432135.93333333335,-0.40241076059947967
2024-08-03,169319,140702,29562,4164,4439,28617,-945,-9548,32781,431489.93333333335,-0.6241156164322741
2024-08-04,283632,297110,65097,7309,1036,-13478,-78575,-86920,-6169,421254.1666666667,0.6751339188159629
2024-08-05,501167,217890,183225,2632,14716,283277,100052,82704,285909,428023.5333333333,0.7669621199300503
2024-08-06,675240,395902,77817,12503,27122,279338,201521,161896,291841,443827.0,0.34733531936460293
2024-08-07,132943,205738,83399,2233,636,-72795,-156194,-159063,-70562,433602.26666666666,-0.8031174101060363
2024-08-08,375318,301177,19949,7561,23251,74141,54192,23380,81702,439117.56666666665,1.823149770954469
2024-08-09,595366,302656,56746,17557,18214,292710,235964,200193,310267,444558.3,0.5862974863982009
2024-08-10,99842,308952,171775,13276,3508,-209110,-380885,-397669,-195834,432576.43333333335,-0.8323014750590393
2024-08-11,721724,270951,128840,14061,25495,450773,321933,282377,464834,445022.56666666665,6.228661284830031
2024-08-12,391457,224578,129934,2701,18949,166879,36945,15295,169580,451334.86666666664,-0.45760844865904415
2024-08-13,105491,385979,80512,14571,15157,-280488,-361000,-390728,-265917,428389.5333333333,-0.7305170171947366
2024-08-14,611125,164432,86636,17557,7905,446693,360057,334595,464250,441808.93333333335,4.793148230654748
2024-08-15,569846,95940,151385,15407,28790,473906,322521,278324,489313,435197.3,-0.06754591941092247
2024-08-16,604657,296756,95104,6063,24744,307901,212797,181990,313964,430953.5,0.061088434419123816
2024-08-17,176037,15281,132130,8623,23599,160756,28626,-3596,169379,416177.73333333334,-0.7088646951908272
2024-08-18,660318,81190,120879,1140,17331,579128,458249,439778,580268,434834.4,2.7510182518447825
2024-08-19,658909,19546,158902,12115,29288,639363,480461,439058,651478,441708.36666666664,-0.002133820371396866
2024-08-20,260423,83343,39698,4011,23233,177080,137382,110138,181091,429837.36666666664,-0.6047663637922687
2024-08-21,47876,308795,10857,15296,25688,-260919,-271776,-312760,-245623,424351.6666666667,-0.8161606309734547
2024-08-22,247776,389031,45007,5486,21429,-141255,-186262,-213177,-135769,423973.7,4.175369705071435
2024-08-23,138972,143491,102944,5578,13643,-4519,-107463,-126684,1059,419129.26666666666,-0.43912243316543975
2024-08-24,676402,216039,71340,12752,891,460363,389023,375380,473115,415915.86666666664,3.8671818783639873
2024-08-25,335957,120556,54033,18569,910,215401,161368,141889,233970,403368.23333333334,-0.5033175537624075
2024-08-26,202132,127551,84492,17080,6927,74581,-9911,-33918,91661,388459.4,-0.39833966846947677
2024-08-27,168388,308397,135963,4000,26730,-140009,-275972,-306702,-136009,379031.1666666667,-0.16694041517424263
2024-08-28,518227,247952,77516,12394,21339,270275,192759,159026,282669,389130.73333333334,2.0775767869444377
2024-08-29,233771,289030,22519,2529,23627,-55259,-77778,-103934,-52730,389923.63333333336,-0.5489023150086738
2024-08-30,480647,330852,172683,12775,15822,149795,-22888,-51485,162570,394906.8,1.0560591347943071
2024-08-31,727656,249701,39627,13106,12262,477955,438328,412960,491061,394035.76666666666,0.5139093763198355
2024-09-01,559122,148098,63771,19292,28084,411024,347253,299877,430316,397658.0,-0.23161219037567204
2024-09-02,530917,348335,119228,12412,23739,182582,63354,27203,194994,409711.26666666666,-0.050445162236506524
2024-09-03,207172,321785,88954,13505,20146,-114613,-203567,-237218,-101108,407162.6,-0.6097845802639583
2024-09-04,445163,210015,31301,5500,3607,235148,203847,194740,240648,405295.8,1.1487604502538953
2024-09-05,305159,395984,178434,7952,2915,-90825,-269259,-280126,-82873,392959.76666666666,-0.3145005312660756
2024-09-06,86764,305910,103691,819,11369,-219146,-322837,-335025,-218327,391420.4666666667,-0.715676090169387
2024-09-07,45795,349088,119591,6054,3734,-303293,-422884,-432672,-297239,380436.36666666664,-0.4721889262827901
2024-09-08,546332,357169,47750,11308,7340,189163,141413,122765,200471,378801.9,10.929948684354187
2024-09-09,309916,299247,39182,9848,8089,10669,-28513,-46450,20517,385804.36666666664,-0.43273320984309904
2024-09-10,738163,277760,143348,8019,21474,460403,317055,287562,468422,386352.3333333333,1.3818163631435616
2024-09-11,287607,70174,14917,11569,27110,217433,202516,163837,229002,382890.6666666667,-0.6103746733445052
2024-09-12,189607,327767,134706,3203,10799,-138160,-272866,-286868,-134957,385694.5333333333,-0.340742749654911
2024-09-13,583256,244775,196895,11187,8859,338481,141586,121540,349668,384765.56666666665,2.076131155495314
2024-09-14,695938,97718,72224,15552,26203,598220,525996,484241,613772,388968.63333333336,0.19319475496180072
2024-09-15,357287,47067,170733,6065,18487,310220,139487,114935,316285,380722.9666666667,-0.48661087625621824
2024-09-16,262718,363856,198814,9641,25429,-101138,-299952,-335022,-91497,383612.3333333333,-0.2646863725800267
2024-09-17,352246,375878,172248,2410,2300,-23632,-195880,-200590,-21222,373343.26666666666,0.34077604123052097
2024-09-18,147053,13585,114582,1814,18681,133468,18886,-1609,135282,356281.4,-0.5825275517677986
2024-09-19,365703,398606,149274,14024,19760,-32903,-182177,-215961,-18879,359790.73333333334,1.4868788804036641
2024-09-20,764356,220624,144162,6239,6256,543732,399570,387075,549971,383673.4,1.0901004366931635
2024-09-21,681892,366953,140859,14230,27100,314939,174080,132750,329169,398143.93333333335,-0.10788690086818187
2024-09-22,766922,186001,72817,3362,8500,580921,508104,496242,584283,419075.6,0.12469716612014814
2024-09-23,117346,130287,66018,1856,11088,-12941,-78959,-91903,-11085,400440.4,-0.8469909586633322
2024-09-24,766723,229727,173919,19414,1753,536996,363077,341910,556410,414799.26666666666,5.533865662229646
2024-09-25,490407,386944,47187,8216,4313,103463,56276,43747,111679,424408.43333333335,-0.36038569339905024
2024-09-26,115715,360048,44272,18196,19640,-244333,-288605,-326441,-226137,422652.6666666667,-0.7640429276091083
2024-09-27,123770,187643,21840,19617,24845,-63873,-85713,-130175,-44256,409504.1,0.06961068141554683
2024-09-28,561281,290139,95437,8094,18039,271142,175705,149572,279236,420421.1,3.5348711319382726
2024-09-29,156523,362390,159380,761,18824,-205867,-365247,-384832,-205106,409616.9666666667,-0.7211325521441132
2024-09-30,346283,170183,12278,17156,16286,176100,163822,130380,193256,396904.5333333333,1.212345789436696
2024-10-01,187263,163525,6654,16622,10890,23738,17084,-10428,40360,384509.23333333334,-0.45921977111206724
2024-10-02,494496,379651,192154,16005,27870,114845,-77309,-121184,130850,383295.2,1.6406497813235932
2024-10-03,198282,158040,57956,7898,25981,40242,-17714,-51593,48140,382998.86666666664,-0.5990220345563968
2024-10-04,539896,380140,192927,17003,20190,159756,-33171,-70364,176759,386156.63333333336,1.7228694485631575
2024-10-05,496448,207361,181804,4903,22511,289087,107283,79869,293990,392532.93333333335,-0.08047475810156035
2024-10-06,22849,309132,85477,17362,27774,-286283,-371760,-416896,-268921,390402.43333333335,-0.9539750386747454
2024-10-07,436586,274847,188065,16658,17139,161739,-26326,-60123,178397,403428.8,18.107444527112783
2024-10-08,32049,172702,163409,19859,20998,-140653,-304062,-344919,-120794,386286.0333333333,-0.9265917826041147
2024-10-09,459185,375979,95167,3083,28878,83206,-11961,-43922,86289,391261.6666666667,13.327592124559269
2024-10-10,323384,313484,175410,17217,28012,9900,-165510,-210739,27117,377435.7,-0.295743545629757
2024-10-11,258016,145951,79258,8547,23847,112065,32807,413,120612,376449.3333333333,-0.2021373970264453
2024-10-12,178845,216104,117519,17684,14858,-37259,-154778,-187320,-19575,376090.6,-0.30684531191864073
2024-10-13,346462,193170,86648,4771,3648,153292,66644,58225,158063,368197.4666666667,0.937219379909978
2024-10-14,281245,328464,40519,824,16462,-47219,-87738,-105024,-46395,354374.36666666664,-0.18823709382269915
2024-10-15,355387,393762,195148,3356,25857,-38375,-233523,-262736,-35019,354311.0333333333,0.2636206865899837
2024-10-16,453393,166569,133145,15965,11554,286824,153679,126160,302789,360666.86666666664,0.2757726084521943
2024-10-17,576178,331171,139846,2271,5033,245007,105161,97857,247278,368131.26666666666,0.27081362085431393
2024-10-18,271472,341799,186144,11667,28912,-70327,-256471,-297050,-58660,372278.56666666665,-0.5288400459580199
2024-10-19,328721,312330,125788,17301,23891,16391,-109397,-150589,33692,371045.8333333333,0.21088362704072616
2024-10-20,369195,211631,113369,6125,13912,157564,44195,24158,163689,357873.8,0.1231256901749509
2024-10-21,361010,303458,20251,4455,28390,57552,37301,4456,62007,347177.73333333334,-0.022169856038137037
2024-10-22,245651,232218,145209,5961,27726,13433,-131776,-165463,19394,329802.0333333333,-0.3195451649538794
2024-10-23,458230,64756,37103,11294,2945,393474,356371,342132,404768,341164.8333333333,0.8653699761043105
2024-10-24,497308,24564,69299,18291,23670,472744,403445,361484,491035,332184.3333333333,0.08528031774436418
2024-10-25,509067,104854,155536,6401,18234,404213,248677,224042,410614,332806.3333333333,0.02364530632927675
2024-10-26,710121,140082,96251,12768,10249,570039,473788,450771,582807,352619.86666666664,0.3949460483590568
2024-10-27,269436,182853,175696,16556,12570,86583,-89113,-118239,103139,357475.4,-0.6205773382282738
2024-10-28,196176,381860,190319,6516,8467,-185684,-376003,-390986,-179168,345305.23333333334,-0.2719013049481138
2024-10-29,346027,329049,26509,12571,12932,16978,-9531,-35034,29549,351622.0333333333,0.7638600032623766
2024-10-30,745323,392108,174879,7304,29806,353215,178336,141226,360519,364923.36666666664,1.153944634378242
2024-10-31,262132,97716,63233,19743,26068,164416,101183,55372,184159,367419.0,-0.6482974495621361
2024-11-01,32305,384832,29194,14560,15750,-352527,-381721,-412031,-337967,352012.63333333336,-0.8767605633802817
2024-11-02,703538,98178,176266,13291,22525,605360,429094,393278,618651,368854.5,20.777991023061446
2024-11-03,303112,62241,79737,19413,22313,240871,161134,119408,260284,360961.7,-0.5691604433591362
2024-11-04,156043,264100,185394,13100,8284,-108057,-293451,-314835,-94957,349614.86666666664,-0.4851968909182085
2024-11-05,131684,23333,17304,11806,28213,108351,91047,51028,120157,353242.7,-0.15610440711855067
2024-11-06,676623,158807,144188,19296,28639,517816,373628,325693,537112,361243.93333333335,4.138232435223717
2024-11-07,382827,86795,131789,3095,15244,296032,164243,145904,299127,372936.5333333333,-0.4342093011913577
2024-11-08,306148,31739,116949,13635,27530,274409,157460,116295,288044,367835.3,-0.200296739780632
2024-11-09,42797,354427,18088,8585,9182,-311630,-329718,-347485,-303045,358482.4,-0.8602081346276964
2024-11-10,642805,187417,80617,11312,14681,455388,374771,348778,466700,371308.7,14.019861205224665
2024-11-11,659707,109815,99292,6438,4350,549892,450600,439812,556330,387337.43333333335,0.026294132746322862
2024-11-12,612972,267936,108061,12209,2493,345036,236975,222273,357245,396221.1,-0.07084205563985224
2024-11-13,73415,111099,181680,19922,8832,-37684,-219364,-248118,-17762,389293.43333333335,-0.8802310709135165
2024-11-14,565439,196694,21960,15007,5782,368745,346785,325996,383752,396295.1666666667,6.701954641422053
2024-11-15,96714,234911,171735,4389,14996,-138197,-309932,-329317,-133808,384405.86666666664,-0.8289576771322813
2024-11-16,718340,189707,52190,15243,14912,528633,476443,446288,543876,389144.6,6.427466550861302
2024-11-17,370305,58903,90034,2109,6911,311402,221368,212348,313511,392439.0333333333,-0.48449898376813205
2024-11-18,155945,187924,49792,4253,17736,-31979,-81771,-103760,-27726,386679.8333333333,-0.5788741712912329
2024-11-19,555280,106895,165133,12685,10754,448385,283252,259813,461070,392882.6666666667,2.5607425694956554
2024-11-20,649011,165728,184328,1599,5410,483283,298955,291946,484882,402482.7,0.1687995245641838
2024-11-21,437885,304669,179371,9046,8767,133216,-46155,-63968,142262,408890.5,-0.3253041936115104
2024-11-22,775978,211152,188656,10123,24315,564826,376170,341732,574949,419482.1,0.772104547997762
2024-11-23,757028,377006,168527,9955,22386,380022,211495,179154,389977,428139.43333333335,-0.02442079543492215
2024-11-24,563147,171722,42233,15770,1597,391425,349192,331825,407195,429942.1,-0.25610809639801957
2024-11-25,524427,330316,114570,7191,17953,194111,79541,54397,201302,423752.3,-0.06875647033545418
2024-11-26,564126,396297,119611,17209,6374,167829,48218,24635,185038,433575.3,0.07569976374214149
2024-11-27,291062,340358,152592,11859,22149,-49296,-201888,-235896,-37437,436738.1666666667,-0.4840478900103877
2024-11-28,783240,242158,50437,927,5247,541082,490645,484471,542009,451311.93333333335,1.6909730572867638
2024-11-29,41385,104512,76935,15818,10997,-63127,-140062,-166877,-47309,427847.3333333333,-0.9471617894898116
2024-11-30,91026,228300,96852,5481,8613,-137274,-234126,-248220,-131793,422143.8,1.1994925697716563
2024-12-01,436386,195965,179886,6319,12447,240421,60535,41769,246740,435613.1666666667,3.794080812075671
2024-12-02,597742,98697,7894,1571,12916,499045,491151,476664,500616,432086.63333333336,0.3697552167118101
2024-12-03,508836,375797,108246,5408,12276,133039,24793,7109,138447,438944.1,-0.14873641136142346
2024-12-04,395679,336686,197914,7102,26749,58993,-138921,-172772,66095,446931.9666666667,-0.22238402943187985
2024-12-05,614048,381806,192928,13254,17088,232242,39314,8972,245496,463010.76666666666,0.5518842293879636
2024-12-06,726872,37987,40695,753,11434,688885,648190,636003,689638,464685.73333333334,0.18373807910782225
2024-12-07,173668,210802,23992,12333,25951,-37134,-61126,-99410,-24801,457713.76666666666,-0.7610748522435862
2024-12-08,56056,101897,12905,12852,9788,-45841,-58746,-81386,-32989,449377.36666666664,-0.6772232074993666
2024-12-09,135400,77010,6088,2343,23690,58390,52302,26269,60733,452464.13333333336,1.415441701155987
2024-12-10,254095,15838,103929,17414,12284,238257,134328,104630,255671,439507.13333333336,0.8766248153618907
2024-12-11,137476,28911,129060,13398,15458,108565,-20495,-49351,121963,422099.43333333335,-0.45895826364155135
2024-12-12,289166,134621,26794,10982,25756,154545,127751,91013,165527,411305.9,1.103392592161541
2024-12-13,682165,310698,38111,17448,29561,371467,333356,286347,388915,431597.56666666665,1.3590774849048644
2024-12-14,238954,337263,99988,17841,13472,-98309,-198297,-229610,-80468,420714.73333333334,-0.6497123130034522
2024-12-15,449927,310914,132288,10754,22240,139013,6725,-26269,149767,432488.5,0.8829021485306796
2024-12-16,459600,95483,35767,7933,10104,364117,328350,310313,372050,423863.8333333333,0.021499043178115462
2024-12-17,253697,141320,65506,17494,25911,112377,46871,3466,129871,419976.9,-0.44800478677110533
2024-12-18,786940,182975,179721,9738,3326,603965,424244,411180,613703,441010.06666666665,2.101889261599467
2024-12-19,204748,261435,179060,14191,18475,-56687,-235747,-268413,-42496,429325.6666666667,-0.7398175210308282
2024-12-20,264623,112708,111855,12147,17536,151915,40060,10377,164062,416512.73333333334,0.2924326489147635
2024-12-21,757114,252634,153021,19996,2734,504480,351459,328729,524476,427153.7,1.861104287987061
2024-12-22,50570,136498,188739,8973,11400,-85928,-274667,-295040,-76955,402973.43333333335,-0.9332068882625337
2024-12-23,752100,233898,185319,10348,28391,518202,332883,294144,528550,402809.1666666667,13.872454024124975
2024-12-24,226901,255815,191242,6225,772,-28914,-220156,-227153,-22689,391600.9666666667,-0.6983100651509108
2024-12-25,236602,165647,152057,15392,6565,70955,-81102,-103059,86347,382006.8,0.04275432898048037
2024-12-26,634734,129998,158339,3161,3749,504736,346397,339487,507897,384360.4,1.6827076694195315
2024-12-27,343357,234408,127820,5148,14254,108949,-18871,-38273,114097,386103.56666666665,-0.45905371383918303
2024-12-28,232038,199017,45525,9247,4875,33021,-12504,-26626,42268,367730.1666666667,-0.3242077487862487
2024-12-29,233446,248152,60406,16220,14959,-14706,-75112,-106291,1514,374132.2,0.006067971625337121
2024-12-30,377506,39814,144846,3383,18900,337692,192846,170563,341075,383681.5333333333,0.6171020278779675
